item,category,cost,fling_power,fling_effect,flavor_text,name
i_3b51f28f,23.0,0.0,,,---,Pokémon Box Link
i_0299ab3f,23.0,0.0,,,One of the Rotom Powers.It increases the chance of encountering high-levelwild Pokémon a lot for a certain period of time.,Roto Encounter
i_f0ffa72d,23.0,0.0,,,One of the Rotom Powers.It prevents you from encountering wild Pokémon fora certain period of time.,Roto Stealth
i_62dcd8f8,23.0,0.0,,,One of the Rotom Powers.It fully restores the HP of your battling Pokémon.,Roto HP Restore
i_c494d0c7,23.0,0.0,,,One of the Rotom Powers.It fully restores the PP of your battling Pokémon.,Roto PP Restore
i_69a0914c,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cyg7417
i_27d58562,12.0,1000.0,80.0,,An item to be held by a Pokémon. Attack andSp. Atk sharply increase if the holder is hit witha move it’s weak to.,Weakness Policy
i_75da5e47,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Venusaur hold it and this stone will enable itto Mega Evolve during battle.,Venusaurite
i_836c916d,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Venusaur hold it and this stone will enable itto Mega Evolve during battle.,Venusaurite
i_e1953c8b,26.0,20.0,,,A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher it will increasethat Pokémons HP.,Health Candy XL
i_8fd6aed0,,50000.0,,,In this two-turn attack the user gathers light and fills ablade with the lights energy attacking the target on thenext turn.,TM12
i_d280828f,,80.0,10.0,,A Berry to be consumed by Pokémon. If a Pokémonholds one being hit by a supereffective attack willrestore its HP.,Enigma Berry
i_b378c0f1,19.0,1000.0,10.0,,An item to be held by a Pokémon. It’s a sumptuousscarf that boosts the power of Normal-type moves.,Silk Scarf
i_5092350e,10.0,2000.0,30.0,,A transparent device somehow filled with all sortsof data. It was produced by Silph Co.,Upgrade
i_cf07c155,19.0,1000.0,70.0,6.0,"An item to be held by a Pokémon. This small,poisonous barb boosts the power ofPoison-type moves.",Poison Barb
i_daa28bd4,19.0,1000.0,30.0,,An item to be held by a Pokémon. It’s a heat-repelling piece of ice that boosts the power ofIce-type moves.,Never-Melt Ice
i_5b069ecc,19.0,1000.0,30.0,,An item to be held by a Pokémon. Thisteardrop-shaped gem boosts the power ofWater-type moves.,Mystic Water
i_d38360e0,19.0,1000.0,50.0,,"An item to be held by a Pokémon. It’s a long, sharpbeak that boosts the power of Flying-type moves.",Sharp Beak
i_a06abd3d,19.0,1000.0,30.0,,An item to be held by a Pokémon. It’s a combustiblefuel that boosts the power of Fire-type moves.,Charcoal
i_a02a8a5a,19.0,1000.0,70.0,,An item to be held by a Pokémon. This hard andsharp fang boosts the power ofDragon-type moves.,Dragon Fang
i_98635d3f,19.0,1000.0,30.0,,"An item to be held by a Pokémon. It’s a sinister,eerie tag that boosts the power ofGhost-type moves.",Spell Tag
i_57313912,19.0,1000.0,30.0,,An item to be held by a Pokémon. This spoon isimbued with telekinetic power and boostsPsychic-type moves.,Twisted Spoon
i_27449014,22.0,0.0,,,A letter of recommendation that you’ll need in order toparticipate in the Gym Challenge.,Endorsement
i_f2099b94,21.0,0.0,,,A device that allows you to access the Pokémon storagesystem. There are some places where it won’t work.,Pokémon Box Link
i_bf330222,12.0,,30.0,,An item to be held by a Pokémon. It boosts Sp. Atkif the holder is hit with a Water-type attack. It can onlybe used once.,Absorb Bulb
i_e618a8c1,37.0,1000.0,,,The user launches a weak jolt of electricity thatparalyzes the target.,TM14
i_cb07c6eb,37.0,1000.0,,,"The user burrows into the ground, then attacks onthe next turn.",TM15
i_52ff8623,37.0,50000.0,,,"In this two-turn attack, the user gathers light and fills ablade with the light’s energy, attacking the target on thenext turn.",TM12
i_ebcc8f3c,37.0,10000.0,,,The target becomes trapped within a fierce vortexof fire that rages for four to five turns.,TM13
i_9937f537,37.0,1000.0,,,The user scatters curious leaves that chase thetarget. This attack never misses.,TM10
i_28c8a964,37.0,1000.0,,,"In this two-turn attack, the user gathers light, thenblasts a bundled beam on the next turn.",TM11
i_ee03f26a,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Mewtwo Candy
i_7a4f613f,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Mew Candy
i_a2a4710f,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Meltan Candy
i_700fe761,37.0,1000.0,,,Sharp spikes are shot at the target in rapidsuccession. They hit two to five times in a row.,TM07
i_81e3c23a,6.0,80.0,10.0,3.0,"If held by a Pokémon, it restores the user’s HP in apinch, but it will cause confusion if the user hatesthe taste.",Figy Berry
i_3bbcd774,6.0,80.0,10.0,3.0,"If held by a Pokémon, it restores the user’s HP in apinch, but it will cause confusion if the user hatesthe taste.",Wiki Berry
i_e6637a95,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can recover from any status conditionduring battle.",Lum Berry
i_3d254512,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can restore its own HP by a smallamount during battle.",Sitrus Berry
i_8e832150,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can restore its own HP by 10 pointsduring battle.",Oran Berry
i_f3d23950,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can recover from confusion on its ownin battle.",Persim Berry
i_2e3fe24c,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can recover from being frozen on itsown in battle.",Aspear Berry
i_03575cc1,3.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, it can restore 10 PP to a depleted moveduring battle.",Leppa Berry
i_5fc89dcb,6.0,80.0,10.0,3.0,"If held by a Pokémon, it restores the user’s HP in apinch, but it will cause confusion if the user hatesthe taste.",Mago Berry
i_f09d23b5,6.0,80.0,10.0,3.0,"If held by a Pokémon, it restores the user’s HP in apinch, but it will cause confusion if the user hatesthe taste.",Aguav Berry
i_fe3e6fff,,0.0,,,This is a crystallized form of Z-Power.It upgrades Kommo-os Clanging Scales toa Z-Move.,Kommonium Z
i_acca021e,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Per1131
i_6948838e,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Per1131
i_039bdab6,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Tangela Candy
i_4ab53043,37.0,10000.0,95.0,,The user attacks by exhaling hot breath on opposingPokémon. This may also leave those Pokémon witha burn.,TR36
i_5257d2ae,37.0,4000.0,10.0,,The target is taunted into a rage that allows it to useonly attack moves for three turns.,TR37
i_4ca395e3,37.0,4000.0,10.0,,The user catches the target off guard and swaps itsheld item with its own.,TR38
i_a4420c8f,37.0,16000.0,120.0,,"The user attacks the target with great power.However, this also lowers the user’s Attack andDefense stats.",TR39
i_71731197,37.0,6000.0,80.0,,The user crunches up the target with sharp fangs.This may also lower the target’s Defense stat.,TR32
i_f5e6ff27,37.0,6000.0,80.0,,The user hurls a shadowy blob at the target.This may also lower the target’s Sp. Def stat.,TR33
i_49b581f3,37.0,6000.0,120.0,,"Two turns after this move is used, a hunk of psychicenergy attacks the target.",TR34
i_485de3b9,37.0,6000.0,90.0,,"The user attacks in an uproar for three turns.During that time, no Pokémon can fall asleep.",TR35
i_1a5f0ee4,37.0,2000.0,10.0,,The user employs its psychic power to exchangeAbilities with the target.,TR40
i_23100cb8,37.0,6000.0,85.0,,The user launches a kick that lands a critical hitmore easily. This may also leave the target witha burn.,TR41
i_cbc3763c,,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Tauros Candy
i_49f17d42,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Aerodactyl Candy
i_5f257e46,37.0,2000.0,10.0,,The user is roused and its Attack and Sp. Atkstats increase.,TR85
i_778967fd,,2000.0,10.0,,The user is roused and its Attack and Sp. Atkstats increase.,TR85
i_2ad64e96,25.0,50.0,,,,Bubble Mail
i_1c1e8860,37.0,10000.0,95.0,,The user attacks by exhaling hot breath on opposingPokémon. This may also leave those Pokémon witha burn.,TR36
i_de510429,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Vir4932
i_a34fb290,21.0,,,,A special device made by Devon Corporation thatsignals the presence of any unseen Pokémon.,Devon Scope
i_a6019897,21.0,0.0,,,A special device made by Devon Corporation thatsignals the presence of any unseen Pokémon.,Devon Scope
i_1a9c105a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco6527
i_eaaf3a11,,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Gem2473
i_1d522b5a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Gem2473
i_146d90f6,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Boo5733
i_14ec6e13,17.0,1000.0,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Steel-type moves.,Iron Plate
i_130897bc,11.0,700.0,30.0,,A glass bottle of perfume that makes rare Pokémonmore likely to appear. It lasts longer than a Lure.,Super Lure
i_215f5e06,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★CMi2943
i_3ac81f27,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★CMi2845
i_a88e68a1,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Equ8131
i_65a489fb,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Vul7405
i_249d5e9c,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMi424
i_d7aa83dc,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMi5563
i_e5d08911,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMi5735
i_9e1dd5fc,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMi6789
i_b921b2e1,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Crt4287
i_d9b2e2c6,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Lyr7001
i_16dcc91f,,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Com4968
i_42eb7934,20.0,0.0,,,A high-tech key that has to be used at a specificlocation. It emits a special electronic signal to opena door.,Secret Key
i_db5cbc7b,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Col1956
i_95b659eb,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Pav7790
i_6a8e68e8,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg8308
i_89331206,18.0,0.0,,,It is said that a hero used this sword to halt a terribledisaster in ancient times. But it’s grown rusty and worn.,Rusted Sword
i_09e7703b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cap7754
i_97617844,8.0,200.0,10.0,,Used to make Pokéblocks that will enhance yourCuteness. Its pink flesh is sweet when eaten.,Nanab Berry
i_ca97a122,40.0,,10.0,,A red Apricorn. It assails your nostrils.,Red Apricorn
i_335890a2,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Articuno Candy
i_eacecdeb,22.0,0.0,,,Aromatic tea that has a slightly bitter taste.It soothes a dry throat.,Tea
i_e7f65ffe,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Moltres Candy
i_d1ad8de9,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Dratini Candy
i_eade1e46,37.0,50000.0,,,The target is attacked with a powerful beam.The user can’t move on the next turn.,TM08
i_4f202aab,37.0,50000.0,,,The user charges at the target using every bit of itspower. The user can’t move on the next turn.,TM09
i_75c729c1,22.0,0.0,,,A strange silvery feather that sparkles.,Silver Wing
i_816d3279,37.0,1000.0,,,The user flies up into the sky and then strikes its targeton the next turn.,TM06
i_3c9f7cdd,51.0,2200.0,20.0,,One of the many ingredients that can be used forcooking at your camp. An apple chosen above others.It has spectacular form and a brilliant sheen.,Fancy Apple
i_1a3a2a63,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Magmar Candy
i_f28c65eb,,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Dra6536
i_5a172785,21.0,0.0,,,An item in which Zygarde Cores and Cells are gathered.You can also use it to change Zygardes forms.,Zygarde Cube
i_fefd6268,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cen5459
i_7b305f85,12.0,4000.0,10.0,,An item to be held by a Pokémon. It boosts Sp. Defon Psychic Terrain. It can only be used once.,Psychic Seed
i_3bde7da2,11.0,400.0,30.0,,A glass bottle of perfume that makes rare Pokémonmore likely to appear.,Lure
i_91187e4b,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Oph6378
i_f31853ab,43.0,0.0,,,It raises the Sp. Atk stat of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Sp. Atk 6
i_7d675092,37.0,4000.0,10.0,,The user compels the target to keep using the moveit encored for three turns.,TR30
i_ece8baef,,4000.0,10.0,,The user compels the target to keep using the moveit encored for three turns.,TR30
i_61f5da10,21.0,0.0,,,A very cool suit to be worn during theContest Spectacular.,Contest Costume
i_9d454d7a,22.0,0.0,,,A suit made with the collective technologicalknow-how of Team Aqua. It can withstandany impact.,Aqua Suit
i_cd2ac8ad,22.0,0.0,,,A suit made with the collective technologicalknow-how of Team Magma. It can withstandany impact.,Magma Suit
i_6a412824,21.0,0.0,,,This cuff contains an untold power that somehowenables Pokémon carrying a Mega Stone toMega Evolve in battle.,Mega Bracelet
i_dc4e6fc7,22.0,0.0,,,Tickets for two to the astronomical show beingheld at the Mossdeep Space Center.,Pair of Tickets
i_ade1d35e,23.0,0.0,,,These glasses contain an untold power thatsomehow enables Pokémon carrying a Mega Stoneto Mega Evolve in battle.,Mega Glasses
i_adcf1676,23.0,0.0,,,This necklace contains an untold power thatsomehow enables Pokémon carrying a Mega Stoneto Mega Evolve in battle.,Mega Pendant
